"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17"
"3570","county","Martin County","driving","","Minnesota","United States",100,99.36,86.68,97.29,43.87,36.97,60.11,108.4,96.08,96.23,95.16,108.9,115.17,79.91,87.68,93.16,93.95,101.85,105.41,107.98,64.81,96.94,97.08,99.86,119.23,113.39,97.15,61.11,94.8,105.7,97.93,91.81,105.34,104.56,86.89,87.82,94.23,93.16,108.12,121.37,105.77,81.2,95.16,89.1,89.53,98.22,140.67,134.62,102.14,92.59,94.66,93.45,98.43,121.87,108.33,79.13,101.28,117.59,109.62,98.72,111.97,86.32,67.95,88.68,70.87,70.09,75.21,66.38,60.61,43.87,62.46,66.81,55.98,63.39,66.88,42.17,42.74,65.17,60.11,72.08,65.53,56.34,56.13,41.17,72.93,64.39,72.86,89.39,90.53,72.72,28.49,60.26,76,66.38,75.5,77.49,65.24,62.75,86.32,89.89,108.19,97.72,100.78,89.96,80.41,97.29,77.71,97.51,105.77,115.24,92.31,81.62,108.55,82.98,94.44,107.34,109.47,107.19,77.49,NA,NA,108.33,127.35,133.33,115.1,101.99,107.83,132.41,135.9,145.87,178.63,148.86,118.3,149.57,137.82,154.2,142.81,179.77,153.56,139.67,138.6,162.96,158.33,174,206.91,175.71,149.15,153.99,156.05,152.71,174.07,206.48,176.71,159.9,174.72,179.84,181.84,180.98,210.47,197.22,181.7,162.18,187.46,191.31,220.44,250.93,232.98,185.11,181.62,191.88,191.03,202.78,202.49,170.44,186.82,207.91,203.28,194.52,209.83,252.28,210.83,190.67,199.57,179.42,203.56,212.18,235.11,198.86,201.57,182.62,183.05,190.1,209.9,220.23,214.17,179.56,200.43,177.35,193.3,191.67,233.05,219.37,176.28,190.1,181.77,202.99,216.52,275.28,219.73,197.08,185.47,183.12,174.79,202.99,235.26,225.78,199.07,216.52,188.32,189.25,226.5,248.93,248.93,204.06,163.25,165.88,168.16,167.74,204.63,191.67,149.5,144.66,156.05,152.21,190.03,240.67,182.55,155.34,152.71,145.16,134.69,146.37,179.7,165.17,135.83,165.95,139.81,147.58,158.19
"3607","county","McLeod County","driving","","Minnesota","United States",100,98.89,95.5,99.92,68.28,47.87,71.67,98.41,97.02,99.84,107.24,148.91,152.37,101.51,90.89,96.26,115.32,106.76,122.76,120.81,82.09,97.17,104.26,95.7,93.75,118.58,128.65,75.01,96.06,103.5,93.67,114.41,128.93,135.73,105.89,102.9,96.7,106.29,103.62,147.99,157.06,112.22,100.28,100.68,105.77,109.07,157.22,159.73,111.58,99.36,106.92,108.28,115.28,146.56,130.44,101.03,104.46,110.66,104.18,98.81,115.08,99.08,73.46,82.49,78.11,78.23,73.98,78.23,72.3,58.93,63.63,70.47,65.34,79.86,90.25,50.18,41.74,61.76,70.55,61.6,62.99,68.32,70.43,60.37,69.52,81.18,81.18,77.91,88.62,74.49,40.43,74.53,78.35,89.38,94.43,107.24,96.06,78.03,87.39,84.84,101.11,96.22,105.09,113.21,90.97,106.88,85.2,102.51,106.29,125.95,126.78,91.36,106.37,103.54,113.17,108.2,134.78,122.12,95.9,NA,NA,116.28,130.8,158.5,125.55,103.38,139.79,139.08,141.58,148.47,184.36,135.18,124.63,126.78,135.69,153.24,153.8,177.4,170.67,139.59,151.85,149.62,152.61,169.8,190.97,170.23,143.89,165.1,158.3,170,187.27,216.59,194.51,153.4,159.69,168.32,174.13,180.22,215.72,189.85,165.7,173.82,168.28,188.62,189.26,209.91,200.2,170.31,172.14,168.32,185.91,213.73,190.97,151.25,177.48,174.29,187.78,195.3,209.55,222.44,185.48,185.32,186.39,181.85,189.34,211.82,235.34,202.63,183.17,178.15,183.96,178.43,198.85,224,190.13,163.63,176.08,181.97,182.53,209.55,244.93,225.11,201.43,185.52,193.27,186.35,205.73,233.27,223.24,193.08,182.29,176.52,183.65,214.88,224.71,216.91,172.34,190.85,185.91,192.08,193.24,235.46,204.78,174.61,160.13,166.61,168.48,185.08,229.37,187.62,157.38,150.86,174.05,176.4,194.47,242.94,189.89,157.66,147,154.32,163.95,189.89,218.03,200.64,154.08,158.02,156.39,170,171.43
"3621","county","Meeker County","driving","","Minnesota","United States",100,111.24,98.23,119.86,71.29,59.12,93.46,125.71,112.63,103.31,109.85,146.81,163.9,116.09,99.38,105.31,107.47,117.4,134.95,165.05,108.31,101.92,121.25,110.08,116.86,158.66,162.28,103.16,111.55,121.02,98.54,110.85,175.29,171.75,134.8,124.71,121.4,113.32,122.48,146.27,168.51,115.47,113.63,121.09,119.48,125.25,153.04,167.44,117.24,108.16,115.09,122.94,142.34,154.35,165.13,121.48,118.17,135.26,124.87,105.31,128.56,130.18,93.3,88.38,95.69,94.61,84.22,95.38,91.99,71.82,85.07,82.91,73.06,91.53,106.39,67.13,49.42,71.75,84.22,86.07,75.44,88.38,80.37,75.6,93.38,97,100.31,101.54,123.33,115.01,57.27,91.61,97.92,103.46,106.54,134.8,135.8,97.15,106.16,113.78,113.47,118.94,133.56,129.95,100.38,124.02,109.39,122.4,143.11,173.36,162.12,124.94,123.48,134.87,137.8,137.57,168.59,166.28,112.16,NA,NA,155.66,161.89,207.78,172.29,128.64,161.97,179.21,191.92,190.15,238.57,237.49,190.84,184.22,181.68,196.54,206.24,251.19,225.87,192.3,204.23,175.29,202.93,203.46,280.22,234.1,204.54,218.63,189.45,210.93,247.81,298.31,297.46,228.56,194.3,211.78,207.31,204.93,312.63,284.3,227.33,215.86,232.18,259.05,243.11,314.93,328.1,269.75,209.93,234.41,251.27,294.69,289.45,240.18,275.37,217.32,241.34,256.51,253.27,329.64,285.45,282.14,248.19,212.63,239.26,261.35,303.23,293.61,272.13,238.49,234.49,224.87,259.74,294.53,300.46,257.12,220.63,223.63,217.71,244.03,306.54,284.6,260.12,246.42,223.79,231.64,255.12,307.7,279.52,231.72,236.03,210.93,234.64,243.34,286.68,314.63,257.2,233.1,231.1,231.56,248.81,309.08,325.71,233.49,200.31,203.23,213.7,243.11,293.76,251.5,231.64,188.14,208.55,219.48,231.87,307.47,288.45,245.11,179.52,183.6,186.3,197.61,241.34,239.03,182.91,178.68,191.99,194.77,213.78
"3655","county","Mille Lacs County","driving","","Minnesota","United States",100,112.27,96.54,119.94,127.76,127.15,153.46,124.1,111.72,118.94,130.71,238.93,227.71,176.6,99.9,105.91,103.26,125.4,229.16,223.6,165.38,110.77,106.41,107.31,125.75,230.51,230.61,170.64,107.06,118.04,109.87,125.5,227.81,241.83,179.76,137.73,115.03,112.93,139.88,246.34,266.33,185.72,106.91,105.01,110.77,122.29,165.03,174.85,137.83,106.76,105.46,115.63,124.7,173.3,173.15,125.5,106.86,113.73,104.41,121.44,140.98,133.12,101.95,83.92,84.47,74.25,85.57,90.83,89.83,70.84,75.4,73.5,80.36,81.26,96.34,54.46,64.93,62.63,64.13,67.89,70.84,83.37,83.22,79.66,75.55,72.24,76.25,82.87,96.84,107.26,57.87,89.13,80.16,86.97,92.43,123.55,134.02,115.38,97.95,93.19,110.82,107.01,140.03,140.18,126.7,123.15,94.14,112.58,128.16,174.55,172.9,170.89,122.34,124.1,136.07,141.23,194.89,164.58,149.75,NA,NA,122.95,171.74,249.8,204.31,211.77,146.49,165.68,172.95,227.35,337.42,246.29,230.11,339.93,181.31,173.85,199.55,254.56,241.68,254.81,181.06,169.94,197.49,222.85,308.47,279.56,306.61,197.29,188.98,193.24,225.5,346.44,300.9,390.23,215.13,212.88,204.86,225.05,374.55,354.36,333.07,215.88,206.51,220.74,265.68,386.62,379.91,393.94,226.7,216.13,261.02,479.06,513.68,313.33,639.83,301.5,230.01,234.42,273.45,373.35,333.17,366.38,232.87,206.01,229.41,266.78,377.56,343.84,373.95,232.31,223.1,219.49,268.09,382.97,323.35,352.15,245.94,220.74,224.85,276.55,397.14,369.99,371.79,247.09,235.07,237.88,293.24,374.85,379.81,399.65,224.6,231.26,227.45,263.13,366.43,357.26,387.47,233.22,197.85,230.96,274.05,373.9,315.38,350.45,221.69,206.01,215.63,230.16,334.02,324.95,312.88,201.1,180.26,193.59,266.38,490.28,339.58,319.64,386.12,186.72,166.98,189.08,271.64,249.5,255.31,167.28,175.1,169.34,198.25
"3737","county","Morrison County","driving","","Minnesota","United States",100,100.82,76.35,121.07,108.99,77.39,106.15,106.28,100.69,99.87,126.48,173.86,175.41,134.91,96.73,100.69,95.57,115.65,163.24,152.84,110.32,94.24,99.01,99.79,116.6,158.6,158.81,122.83,104.17,104.82,104.9,106.88,176.87,165.74,134.78,125.84,110.88,100.95,111.13,167.67,158.68,144.97,108.47,104,111.26,121.71,176.14,161.05,139.9,101.72,105.2,109.11,121.37,185.86,155.2,146.86,105.76,107.14,117.63,112.85,146.04,134.35,111.31,88.52,89.47,83.92,83.19,103.18,92.48,62.17,88.48,81.6,83.23,79.97,94.71,54.3,50.26,76.87,73.73,70.98,64.7,75.88,76.14,66.85,78.16,88.65,86.93,86.11,100.34,92.26,53.4,84.57,82.16,96.3,114.1,120.98,113.5,88.65,95.53,95.53,104.99,115.52,130.65,130.44,109.63,110.36,100.39,110.15,122.01,173.56,146.78,140.93,117.93,121.54,127.17,141.4,196.47,139.6,125.37,NA,NA,145.4,163.37,223.9,173.43,171.02,160.96,158.99,158.08,204.34,296.04,221.24,197.85,333.66,168.44,189.94,179.66,245.92,224.12,219.3,172.48,158.25,180.65,220.29,283.49,252.28,278.72,195.53,183.28,186.29,232.16,313.67,276.05,303.53,206.23,202.75,219.73,242.91,334.57,311.82,323,213.07,232.24,234.05,270.46,353.83,354.9,308.56,209.03,240.93,274.46,390.15,396.17,280.31,813.8,279.79,238.82,238.35,282.16,368.66,317.67,357.57,234.95,219.86,237.1,274.76,369.26,321.75,401.33,248.75,217.2,233.02,296.43,388.65,341.23,338.69,218.14,234.87,239.72,268.92,364.1,343.25,367.97,240.54,256.62,256.84,277.13,382.37,366.94,469.99,255.85,233.88,230.44,283.36,360.66,343.04,365.39,237.75,219.69,243.59,279.15,381.94,319.95,331.69,210.58,209.07,221.37,245.18,330.44,291.75,290.15,190.2,189.77,214.45,260.1,419.82,289.08,290.11,559.42,188.65,171.97,195.66,258.38,232.24,219.43,184.91,179.41,179.97,216.68
"3741","county","Mower County","driving","","Minnesota","United States",100,114.48,95.02,106.73,68.17,66.33,86.35,103.64,98.11,86.35,101.71,121.22,149.91,109.18,107.06,99.26,94.7,103.64,127.68,131.55,98.71,103.69,101.29,105.17,111.21,123.11,124.03,63.15,105.9,113.51,103.51,99.82,147.79,140.5,99.95,94.7,102.54,100.74,125.55,135.29,142.62,101.94,105.26,103.74,110.84,114.39,127.08,130.49,118.04,112.68,112.68,111.07,112.32,141.05,146.82,117.76,107.75,112.82,108.72,113.7,129.52,113.05,86.44,85.7,91.74,81.09,80.21,94.14,80.07,58.58,75.74,76.29,75.6,74.86,84.23,52.21,49.22,66.24,73.57,73.11,79.7,74.26,69.42,59.13,75.78,79.75,72.09,84.23,101.38,90.41,41.65,81.18,80.12,87.87,91.74,97.6,96.13,85.65,94.65,106.41,101.43,105.95,120.53,121.73,84.09,116.14,95.94,100.42,128.51,140.82,124.77,97.28,125.05,111.02,135.75,124.95,133.76,130.03,97.23,NA,NA,140.68,146.45,156.13,139.3,105.17,144.56,137.96,166.01,163.33,181.18,147.19,120.2,123.75,142.76,162.22,165.96,179.06,163.24,140.54,162.18,160.06,171.91,189.25,194.7,177.54,169.51,190.91,157.75,158.86,196.45,210.15,207.2,175.65,180.63,209.5,207.56,198.34,222.37,204.29,165.41,205.44,189.76,186.95,221.82,219.83,233.39,189.21,183.35,198.43,205.54,213.19,216.1,166.7,179.66,203.23,189.62,207.8,198.39,241.93,221.4,199.72,196.36,182.01,199.72,212.22,262.78,230.81,201.48,187.87,186.02,198.75,218.59,258.07,241.93,192.48,204.38,223.39,229.57,248.85,259.64,235.47,185.06,196.17,197.83,191.47,206.37,264.67,234.32,206.55,186.07,199.58,198.62,214.16,242.16,248.48,192.67,189.94,189.11,188.28,210.61,225.6,235.47,188.56,183.58,192.2,192.71,195.11,211.62,205.63,172.88,185.24,171.73,184.69,200.46,234.92,232.8,172.69,155.58,167.07,158.12,181.18,199.22,205.17,164.16,167.53,151.57,168.54,188.24
"3797","county","Nicollet County","driving","","Minnesota","United States",100,103.17,100.69,119.12,72.89,61.95,97.26,108.97,115.54,103.1,112.08,153.19,151.48,102.52,100.84,102.41,103.58,108.61,143.01,141.88,99.53,93.62,107.7,101.02,104.49,134.08,158.01,87.45,103.03,104.34,96.86,116.89,150.86,172.6,130.86,115.36,111.97,109.08,125.21,168.59,182.05,120.03,109.6,107.84,127.76,124.37,187.3,165.74,119.15,125.06,109.56,115.76,135.86,164.72,154.21,118.93,128.16,108.72,103.32,116.96,123.97,113.13,85.04,87.63,80.41,74.24,73.4,83.4,71.07,52.39,67.24,72.46,62.71,71.43,74.94,39.62,38.78,59.18,61.36,66.69,58.81,62.06,57.21,53.52,68.08,68.77,62.68,63.92,78.29,69.35,27.58,61.62,65.78,68.7,70.41,88.25,83.25,67.38,77.64,85.59,86.1,85.59,92.38,90.15,74.53,91.06,83.66,85.26,104.34,119.23,94.42,90.08,105.51,101.17,104.6,115.36,136.67,115.51,88.76,NA,NA,112.44,129.66,143.74,124.22,89.71,136.74,131.92,131.96,149.73,162.82,132.91,103.61,113.79,128.2,148.16,145.13,172.49,135.17,132.18,149.8,138.56,158.81,162.57,185.52,152.68,131.16,142.87,136.67,147.17,168.55,199.49,174.21,139.22,154.36,160.96,175.56,176.21,197.81,185.08,141.37,148.85,166.47,165.63,186.98,220.87,203.65,157.42,163.37,175.52,180.48,198.21,218.35,152.32,177.53,163.81,167.13,175.16,174.39,215.14,188.62,174.13,176.07,175.88,186.32,187.56,229.73,198.1,172.56,173.99,179.5,171.76,186.21,230.39,223.06,164.72,179.06,178.84,182.89,188.73,238.49,261.95,195.4,185.74,182.82,183.98,201.61,250.02,214.01,177.42,184.79,195.48,181.17,205.18,211.82,221.45,187.01,188.84,185.3,190.62,215.58,253.52,225.06,191.94,174.83,183.84,186.57,206.9,245.42,244.29,184.28,175.74,182.74,172.24,208.54,236.19,203.72,175.96,162.6,164.21,154.25,181.03,227.22,232.76,171.87,152.61,169.39,165.85,177.2
"3800","county","Nobles County","driving","","Minnesota","United States",100,116.08,102.7,124.49,48.25,55.43,74.52,103.19,103.25,93.37,101.47,141.31,120.32,83,91.96,103.01,94.41,104.67,124.06,115.78,91.84,94.17,102.7,98.1,111.6,116.94,114.55,84.53,94.9,101.66,81.89,105.1,154.7,127.56,107.43,110.87,96.75,110.87,118.11,145.86,139.66,106.08,101.78,106.51,106.2,120.26,138.74,130.51,109.27,104.24,121.73,108.96,114.92,157.46,131.31,106.75,100,102.46,106.75,112.22,127.01,102.89,88.03,94.41,94.97,87.17,90.61,96.38,77.53,56.6,76.12,68.75,68.88,78.88,95.7,50.52,43.89,71.33,70.96,70.29,74.95,71.88,62.06,56.29,75.75,79.62,73.36,74.03,92.57,65.44,32.29,70.78,62.68,71.27,80.48,93.98,75.57,63.35,84.35,89.56,82.69,97.42,93.8,92.27,75.69,92.69,88.34,106.69,100.43,117.62,88.95,79.62,95.89,96.26,102.89,105.1,132.9,109.52,91.77,NA,NA,116.08,127.44,145.67,133.33,109.88,148,125.41,140.45,158.38,205.83,158.38,121.36,150.58,152.61,147.15,156.84,207,161.51,155.56,155.49,142.42,147.58,153.59,198.77,185.88,172.87,168.45,156.6,152.79,186.62,226.21,197.18,180.17,168.39,165.44,172.62,200.49,240.82,207.43,218.6,181.28,180.91,183.92,219.58,249.97,245.3,226.4,201.23,203.31,213.38,235.67,248.19,174.03,223.51,206.26,182.87,197.36,216.64,265.75,239.35,224.25,198.96,188.4,206.75,215.53,280.05,236.83,217.31,207.98,201.35,191.41,214.06,273.3,252.61,220.93,222.77,190.61,203.62,214.79,256.41,255.92,230.39,218.72,213.14,204.17,263.11,287.29,255.06,222.34,214,201.1,216.45,217.8,272.93,251.87,211.36,204.48,191.34,200.68,211.97,274.59,254.08,228.05,183.79,182.38,187.78,185.33,243.46,204.79,185.82,164.89,173.66,185.51,197.05,262.68,214.06,196.32,187.35,158.99,154.02,176.73,207.98,192.88,171.15,160.77,166.11,159.85,172.74
"3840","county","Olmsted County","driving","","Minnesota","United States",100,103.23,103.07,108.93,86.91,86.06,88.61,108.39,104.79,94.69,106.44,131.02,146.04,104.5,98.65,101.83,102.96,104.23,120.12,128.97,90.21,98.86,103.91,102.23,106.64,124.59,132.42,73.56,106.75,109.61,109.1,106.8,140.45,143.83,106.8,106.52,106.31,109.86,111.5,138.15,163.3,116.24,109.86,110.04,116.08,117.62,147.08,195.71,137.65,109.87,117.81,114.52,117.92,157.42,155.82,113.75,109.83,114.33,114.64,113.79,117.57,101.39,77.54,88.46,88,76.37,72.26,76.84,64.65,48.72,63.29,66.78,59.65,68.5,72.32,45.29,40.26,62.18,64.2,58.9,63.02,57.93,64.2,55.56,63.9,68.56,65.27,64.52,75.99,69.78,30.52,60.17,62.92,70.25,73.06,83.48,83.2,67.93,77.61,80.52,89.18,86.75,96.4,89.65,72.86,88.3,81.67,86.67,97.32,114.16,96.64,82.61,96.97,98.46,106.8,106.91,120.44,101.37,77.7,NA,NA,116,126.42,144.62,118.96,85.45,125.85,138.24,146.01,142.87,153.35,120.29,101.8,105.37,138.36,151.46,153.41,166.02,140.62,122.98,152.31,149.42,163.51,167.58,177.13,153.8,128.04,161.66,150.3,162.56,175.51,187.65,158.07,140.92,170.34,177.68,177.71,182.54,184.11,157.68,128.99,168.48,180.58,188.34,189.03,193.88,181.85,145.12,179.98,188.7,184.43,191.82,167.5,125.24,130.83,175.07,184.24,185.73,170.61,204.87,162.05,151.11,183.54,173.95,189.55,191.31,207.26,178.05,155.54,182.65,179.48,180.89,191.84,207.1,178.83,148.32,181.16,188.96,188.92,195.95,215.12,184.29,153.37,181.02,181.62,185.05,190.44,202.92,187.65,153.86,183.36,190.62,186.63,196.5,211.13,186.04,158.89,184.91,188.57,183.2,186.31,200.84,183.52,158.13,175.9,177.75,178.61,185.79,198.58,181.53,145.96,170.25,177.94,175.66,185.53,203.11,174.38,144.01,131.19,157.05,152.7,176.81,188.81,179.14,148.82,163.25,169.87,167.06,177.42
"3841","county","Olmsted County","walking","","Minnesota","United States",100,109.2,109.04,100.7,81.3,63.99,61.82,112.06,108.81,107.81,99.92,135.94,116.54,84.62,102.32,97.45,105.02,97.6,106.34,105.95,78.13,106.18,112.75,112.29,106.96,115.84,123.03,70.25,93.43,112.67,111.36,86.01,107.96,116,75.58,114.3,97.45,102.86,96.52,136.09,156.18,84.23,111.05,119.78,115.3,104.56,133.23,189.8,118.47,122.1,130.29,116.07,105.72,131.68,129.75,93.97,121.17,120.25,121.64,110.66,101.7,96.83,61.13,82.77,94.13,62.52,60.43,57.03,53.79,41.04,53.94,58.89,42.35,62.29,68.39,43.28,29.83,68.86,60.12,54.17,56.18,38.18,49.15,55.56,67.54,58.81,56.8,54.33,61.75,55.02,29.75,47.37,40.88,57.57,46.52,61.59,71.33,57.34,58.81,65.07,87.79,72.8,86.09,71.72,56.88,94.28,65.61,65.46,90.65,94.59,83.62,75.97,85.47,94.05,105.33,95.21,89.49,75.81,52.01,96.91,82.15,100.39,120.32,123.88,105.95,77.51,123.49,134.7,160.05,135.24,131.76,87.94,81.22,99.69,140.57,149.38,142.35,134.93,123.26,111.05,167.54,163.52,167.54,162.67,161.05,128.75,110.43,178.9,168.47,164.22,180.91,168.78,126.66,132.53,175.04,195.67,181.68,171.72,160.05,128.83,113.68,204.56,198.3,207.73,197.45,179.29,134.54,131.38,190.96,208.11,203.32,169.78,154.56,95.67,125.35,204.71,216.54,190.96,170.87,184.47,125.66,134.47,201.93,184.93,198.38,194.51,178.98,142.19,131.3,213.76,198.15,207.11,204.48,156.11,137.48,121.25,204.33,197.06,201.85,187.71,186.63,150.7,126.12,205.41,206.88,197.37,179.98,170.63,152.94,119.17,189.41,209.89,179.06,212.75,190.11,155.33,139.34,219.24,216.15,195.44,196.52,195.98,154.71,142.58,188.64,202.94,190.88,171.17,171.72,163.06,125.19,189.8,207.42,199.07,182.46,177.51,146.14,122.18,103.01,165.69,150.31,154.17,168.62,147.99,129.68,190.8,180.22,195.52,172.33
"3884","county","Otter Tail County","driving","","Minnesota","United States",100,88.98,79.06,101.64,70.5,52.13,81.3,96.98,92.9,91.59,96.22,126.05,141.86,90.46,93.76,91.92,90.26,102.01,132.65,137.78,86.31,86.08,91.37,88.04,102.59,129.55,129.88,97.86,92.25,98.69,71.81,104.43,148.4,144.98,112.58,116.49,92.83,91.92,110.17,134.36,154.54,110.32,93.71,99.17,98.54,117.59,140.72,127.86,108.66,100.73,99.42,98.44,109.72,140.12,135.26,107.55,97.73,98.41,97.08,106.17,126.91,111.3,80.77,80.44,80.17,72.44,73.14,83.46,72.79,60.61,67.93,68.97,69.65,82.58,83.41,57.44,53.71,61.39,69.09,58.75,57.44,55.2,66.75,54.82,72.19,72.59,76.57,75.99,84.77,78.4,50.24,73.85,71.16,86.81,88.3,101.46,100.1,87.64,82.83,91.92,109.21,100.86,124.26,121.87,103.5,107.12,98.11,114.6,123.84,168.36,163,128.54,114.67,115.25,118.53,137.88,186.33,149.23,127.91,NA,NA,121.27,156.13,206.77,210.45,187.36,167.3,174.3,179.54,195.02,277.12,297.53,244.1,233.45,179.44,196.9,203.95,249.71,260.94,204.76,210.92,179.66,197.71,223.79,302.57,289.98,226.71,200.38,198.49,203.12,239.11,336.77,337.91,277.77,215.3,226.88,226.53,231.81,336.77,351.65,286.99,224.01,231.26,245.63,272.29,384.34,415.93,329.55,258.77,257.09,294.69,395.62,504.68,446.41,449.79,307.45,259.55,279.99,317.32,388.17,371.81,337.93,241.3,235.36,267.96,298.44,353.54,377.3,345.38,259.6,252.86,261.44,279.23,371.31,381.95,337.86,256.88,264.43,255.75,283.29,373.72,386.11,344.27,264.49,233.32,249.86,293.1,390.69,414.57,324.99,251.95,251.45,250.99,272.36,325.72,386.08,345.26,236.92,231.08,239.92,283.34,365.84,376.49,307.35,211.58,205.03,212.48,241.15,316.61,304.18,254.22,195.44,189.3,198.92,253.91,344.05,361.62,341.93,269.82,184.52,180.42,196.1,268.08,259.15,202.84,178.73,186.56,178.83,212.36
