"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11"
"3233","county","Jefferson County","driving","","Missouri","United States",100,96.21,99.25,102.35,76.07,110.93,83.62,95.02,91.54,88.92,76.77,100.23,111.02,80.58,89.27,92.92,89.24,96.72,114.47,113.95,86.1,92.67,91.19,72.52,91.84,110.5,114.35,86.63,98.07,94.61,94.38,99.45,118.77,120.6,98.69,101.44,101.01,99.5,102.26,122.96,122.45,93.14,94.01,96.49,98.53,103.8,123.09,130.23,99.88,96.74,106.77,105.74,109.01,126.89,136.41,100,101.81,110.19,106.65,98.2,119.59,101.42,78.7,85.03,85.52,77.37,72.05,86.93,74.53,49.56,63.58,59.47,66.9,68.52,71.26,62,59.77,67.67,66.78,68.56,70.37,73.41,59.04,55.15,65.62,70.81,74.27,74.74,82.55,71.13,45.93,72.07,75.41,80.43,80.89,84.82,91.74,72.12,85.34,88.75,84.1,88.53,96.25,79.6,81.76,88.27,89.85,87.79,100.15,111.87,109.92,85.74,99.96,102.83,107.87,112.42,122.07,129.11,89.94,NA,NA,114.14,123.91,135.75,131.87,106.4,128.77,127.02,130.12,138.88,157.28,148.14,111.49,108,134.64,126.81,137.46,165.46,161.76,131.05,139.93,142.79,137.47,143.67,163.62,165.16,139.57,139.91,134.93,149.04,154.47,175.39,175.85,144.53,146.09,150.97,153.78,160.83,184.94,177.7,128.14,141.02,155.13,155.66,162.3,185.99,179.86,140.35,150.99,140.34,152.26,169.53,165.32,137.77,134.64,148.19,151.41,155.05,163.96,180.97,184.8,154.26,152.69,152.97,148.72,156.3,172.21,178.12,134.64,140.44,145.59,150.22,157.37,176.73,171.47,145.66,139.3,148.83,146.19,151,157.96,153.39,127.11,149.68,146.86,150.93,158.78,181.01,174.4,134.4,143.65,147.39,150.38,148.92,175.49,168.92,136.37,142.21,143.08,145.64,147.7,169.66,166.71,129.5,135.58,140.01,141.27,137.55,185.16,162.31,124.11,130.17,128.76,135.74,144.22,174.32,162.67,129.35,120.87,134.21,138.87,140.9,175.1
"3254","county","Johnson County","driving","","Missouri","United States",100,106.28,100.38,105.09,77.49,117.82,86.96,87.61,93.28,75.56,92.56,92.84,110.3,83.56,96.08,93.72,92.92,102.8,120.68,117.04,78.23,94.41,98.59,80.27,108.13,124.44,133.86,96.4,96.94,100.14,86.7,105.01,136.59,132.37,102.43,109.05,107.74,106.46,113.94,125.35,146.43,97.67,95.51,107.52,110,113.24,133.72,136.83,104.51,102.01,119.92,113.62,119.35,139.19,149.14,103.48,103.32,110.7,111.87,113,126.59,98.21,72.38,77.95,73.87,70.45,68.09,77.91,67.71,55.34,68.74,66.83,66.28,66.71,73.53,70.05,62.22,72.62,70.07,71.19,68.36,68.12,64.55,59.46,68.54,72.56,74.25,69.76,83.08,65.92,49.63,70.45,78.6,87.13,80.57,82.74,89.9,76.34,85.76,86.86,77.85,96.8,90.28,91.53,81.81,87.89,91.03,96.34,100,115.51,105.07,91.09,93.4,101.81,101.49,111.23,124.64,122.73,91.13,NA,NA,106.16,114.6,134.16,127.38,115.07,119.61,118.08,131.72,140.05,158.26,153.55,120.14,127.34,122.17,120.68,122.17,153.71,155.48,123.92,127.72,127.76,134.24,143.95,177.67,170.75,142.22,127.58,123.62,140.17,152.2,178.82,167.47,145.04,137.92,135.71,140.78,157.53,173.69,183.28,131.64,143.49,146.99,148.64,159.51,177.75,164.25,145.69,141.66,139.49,143.05,177.61,166.69,120.6,145.18,148.94,149.77,147.76,157.57,179.88,170.01,157.45,151.38,140.88,151.96,159.91,192.76,171.72,154.4,131.58,139.13,151.16,157.57,198.27,166.63,150.61,137.68,152.42,131.28,151.96,191.05,176.32,142.55,148.34,156.41,150.94,157.07,196.92,165.58,142.18,127.96,148.52,150.79,204.18,211.79,199.4,175.9,174.03,170.03,174.95,168.74,208.85,190.42,148.38,147.42,149.15,152.34,157.59,207.91,167.53,153.67,135.18,147.84,153.65,171.49,214.66,168.24,133.37,153.55,142.65,136.53,149.06,179.1
"3341","county","Laclede County","driving","","Missouri","United States",100,104.68,99.15,112.9,89.44,120.67,90.29,130.79,95.82,84.28,81.74,97.93,127.16,98.68,94.16,93.62,87.41,103.9,141.45,149.29,93.89,92.4,92.74,64.29,97.9,124.95,130.24,110.96,102.24,101.22,93.69,116.73,150.92,143.45,115.44,122.67,101.43,99.08,120.33,153.16,150.2,125.87,95.15,93.89,97.59,107.74,160.39,145.89,129.7,112.86,117.07,111.3,128.65,165.27,177.29,141.68,107.43,108.01,114.02,128.58,172.81,151.56,115.44,109.47,99.19,102.07,103.63,119.11,105.57,78.14,75.25,78.62,89.78,80.38,88.26,84.56,65.82,70.71,69.79,76.48,81.26,81.36,81.26,62.7,61.58,67.85,81.64,79.23,84.28,69.79,55.16,70.71,73.25,83.5,95.15,98.61,103.6,77.16,88.19,94.2,75.36,85.74,112.22,105.36,91.58,88.63,89.07,93.04,111.07,137.34,126.78,93.28,111.98,125.9,113.71,121.66,150.07,137.34,98.51,NA,NA,112.53,134.69,160.96,149.97,137.68,147.11,136.35,150.17,179.46,227.33,199.25,155.77,174.3,144.81,144.09,164.26,213.68,232.76,163.41,154.11,144.94,149.66,174.37,208.83,211.37,187.51,150.68,144.94,163.61,178.92,233.27,237.14,193.28,178.95,165,170.37,199.32,250.75,243.11,192.33,177.26,175.53,174.44,196.47,265.21,254.92,226.21,184.86,187.58,194.6,244.6,252.48,164.29,245.79,202.99,183.91,188.63,187.88,257.43,234.28,238.9,164.97,170.98,177.26,198.3,257.77,260.79,217.01,177.19,164.94,173.73,203.73,250.41,245.04,214.29,173.29,169.38,156.59,194.4,245.45,242.29,207.54,189.85,157.47,189.65,200.54,251.22,244.2,217.04,183.06,190.36,189.14,208.79,265.55,228.21,205.57,167.79,153.7,164.46,177.02,234.08,205.23,176.78,143.72,152.99,139.99,166.19,219.38,184.45,172.91,135.61,141.45,156.52,184.45,281.16,229.23,188.42,233.77,150.61,137.61,170.37,214.05
"3343","county","Lafayette County","driving","","Missouri","United States",100,104.86,107.6,115.83,82.51,140.83,116.89,125.88,92.13,76.99,93.22,108.26,128.6,106.02,96.63,93.06,100,103.87,136.43,141.29,94.61,98.25,99.01,87.31,100.43,140.63,129.39,107.27,90.08,90.88,83.87,102.31,150.31,136.5,127.27,114.51,105.82,102.64,105.32,162.21,149.12,157.95,98.48,95.9,106.74,116.6,156.4,164.76,120.43,105.29,109.85,114.58,125.79,171.64,164.33,136.43,103.07,114.98,115.21,118.41,157.49,139.17,124.4,106.78,103.31,95.87,97.22,105.06,116.86,79.9,79.6,63.6,75.57,82.58,85.59,72.66,70.12,69.69,71.47,74.64,74.35,79.21,67.57,61.88,62.98,66.71,70.05,72.46,90.78,74.48,47.74,68.86,68.17,82.48,75.4,86.51,91.74,73.29,79.11,90.71,90.38,92.56,98.55,106.55,86.21,84.2,89.36,88.5,105.32,120.66,118.21,91.14,88.66,103.64,107.8,114.28,147.24,137.75,110.64,NA,NA,107.97,123.6,147.93,144.33,133.29,126.08,120.53,125.12,153.19,187.04,173.95,134.15,141.92,142.08,148.2,135.64,181.59,176.07,154.91,132.26,139.17,142.88,155.11,197.29,180.03,155.97,141.98,143.77,154.02,175.6,199.44,192.83,196.46,148.56,147.31,150.31,178.61,216.36,198.05,184.86,168.1,154.21,161.09,196.43,245.22,233.22,206.81,161.59,170.35,183.44,225.79,223.04,150.98,215.67,189.65,170.25,179.77,185.36,232.46,212.83,194.78,158.61,161.72,168.43,191.67,228.07,225.82,204.13,152.4,150.68,160.26,182.12,243.4,218.81,200.79,163.54,176.07,160.89,200.6,216.93,245.85,193.82,180.5,182.94,186.31,235.27,266.28,229.55,193.36,180.4,162.48,172.03,181.85,228.76,233.95,218.41,167.54,153.32,157.26,159.54,204.33,205.75,163.07,139.44,141.88,145.12,169.82,196.93,185.12,169.72,140.4,141.02,151.57,183.17,246.35,210.41,172.17,191.7,140.23,140.56,146.84,185.75
"3386","county","Lawrence County","driving","","Missouri","United States",100,102.9,94.47,109.16,117.17,143.4,82.65,108.09,100.97,81.69,90.53,103.28,130.06,81.93,94.02,99.9,95.02,111.3,126.5,131.72,85.76,108.5,89.08,55.39,94.33,119.83,131.69,88.49,96.68,99.69,91.15,107.19,148.72,142.54,106.29,155.6,97.65,106.32,112.13,144.78,139.25,97.68,107.98,96.89,95.34,114.72,137.53,140.64,112.27,107.67,107.95,105.6,115.48,145.78,137.87,114.51,105.94,109.4,116.55,116.28,153.01,138.56,110.3,100.35,108.4,102.14,93.02,101.52,91.98,67.24,76.19,73.01,80.75,82.27,86.35,70.01,60.44,70.77,78.2,70.28,81.69,74.43,67.86,56.36,67.69,70.35,77.06,75.57,88.94,77.92,44.26,79.37,76.61,83.48,79.85,96.06,90.7,75.16,82.34,89.46,78.23,86.97,100.1,103.42,77.78,90.36,87.15,97.03,110.68,127.75,121.94,88.6,96.3,109.26,116.45,120.15,148.27,154.32,93.02,NA,NA,118.04,136.8,146.86,149.65,126.36,121.6,138.01,142.47,163.86,217.48,208.36,147.27,154.49,132.72,149.69,158.57,212.75,228.44,157.26,145.85,139.94,148.2,161.99,213.51,215.07,158.88,145.27,142.29,165.41,177.99,242.26,253.18,185.83,152.83,163.06,155.67,192.12,241.98,237.04,157.71,158.88,162.16,175.4,213.2,255.63,290.08,219.14,168.56,164.27,184.69,244.61,235.52,145.68,231.76,229.85,176.92,175.12,187.42,239.22,260.71,190.84,161.58,154.01,176.54,211.54,232.96,249.9,185.56,163.72,158.78,170.32,197.03,236.87,217.62,197.58,163.13,149.62,175.98,181.31,249.52,208.19,182.79,163.03,173.6,183.76,201.14,245.51,210.37,186.35,167.21,166.69,169.45,186.49,228.68,249.59,242.05,208.71,200.79,198.83,227.64,304.15,254.94,205.77,185,170.32,190.29,222.74,287.84,240.5,197.55,177.26,183.62,202.76,261.58,394.33,288.53,222.01,301.52,197.82,188.42,214.1,276.92
"3439","county","Lincoln County","driving","","Missouri","United States",100,98.76,100.35,103.35,72.91,113.73,86.1,101.1,95.11,99.23,82.64,101.03,116.78,90.59,92.54,114.09,101.45,105.47,118.67,118.2,92.28,99.42,97.38,75.48,94.45,116.21,124.4,95.3,103.44,104.07,87.83,103.98,119.82,123.21,105.4,110.01,105.57,99.93,106.01,128.8,135.49,105.17,100.09,99.32,111.44,112.63,141.41,135.91,110.48,105.19,120.31,107.98,117.57,146.02,142.09,115.82,96.68,115.23,112.4,105.8,130.91,119.33,95.11,98.22,97.24,93.24,90.2,101.01,84.42,56.22,77.3,72.65,79.27,86.31,80.25,70.52,71.83,78.54,80.11,83.13,79.22,83.55,68.11,63.03,77.68,79.53,84.02,84.79,98.62,79.22,55.45,85.42,89.49,88.96,93.24,96.7,107.39,88.65,93.66,99.13,99.02,96.28,112.1,93.19,99.81,97.31,102.57,93.61,116.17,126.46,128.59,95.39,105.57,114.09,121.34,122.16,124.82,140.31,96.44,NA,NA,121.43,124.68,141.02,134.98,115.72,130.77,133.74,133.39,140.64,165.26,154.12,119.33,118.39,142.14,133.58,143.12,166.92,158.19,138.39,144.92,175.85,144.01,154.14,176.65,183.41,146.7,153.63,145.13,147.15,170.96,194.15,197.64,159.62,164.06,158,164.58,168.46,200.19,187.11,141.81,147.26,176.51,184.39,176.46,201.01,189.1,153.42,154.33,152.13,156.04,180.93,181.84,159.87,154.33,163.76,171.81,173.09,163.64,193.57,208.49,155.64,172.6,165.79,145.27,174.19,196.58,199.16,151.38,153.46,153.42,163.08,161.77,199.91,191.58,181.28,149.65,156.41,158.28,159.36,169.77,175.64,148.36,157.18,164.3,162.68,161.61,195.25,185.4,151.73,148.57,157.58,157.09,156.95,186.29,190.92,141.48,146.68,154.02,179.6,164.65,188.91,182.8,149.72,154.12,139.96,150.96,150.14,185.87,188.23,138.32,139.35,148.64,160.9,164.58,192.26,167.88,140.71,132.12,143,154,151.64,216.19
"3551","county","Marion County","driving","","Missouri","United States",100,111.05,99.26,121.7,85.48,91.67,90.54,114.87,105.6,91.08,86.17,100.99,115.81,87.36,107.83,106.24,106.24,122,137.71,119.77,85.18,107.33,94.9,87.12,100.5,139.54,140.78,106.89,111.94,116.2,104.41,118.48,167.24,134.84,131.17,127.55,111.25,113.38,123.29,147.18,140.04,114.27,110.01,109.86,108.62,130.23,161.69,138.01,134.34,119.77,113.23,133.25,139.2,178.59,157.63,138.95,123.39,131.02,125.32,138.95,199.06,157.73,135.18,113.28,114.57,106.44,106.19,128.1,122.2,78.39,99.85,76.07,77.11,85.58,79.68,78.3,68.73,78.69,78.64,83.45,71.8,88.85,79.58,64.27,74.48,79.34,75.92,81.32,90.29,72.15,55.1,81.27,85.68,86.57,80.53,97.72,93.76,70.52,90.73,94.85,89.2,91.28,100.84,96.18,87.07,94.8,94.65,91.53,115.06,130.33,127.9,100.64,107.73,111.25,125.17,120.12,163.78,150.45,113.08,NA,NA,130.13,133.35,178.54,174.18,129.73,137.96,142.72,158.33,173.44,217.39,204.56,164.62,164.32,167.1,150.74,164.52,194.5,187.91,160.41,164.32,152.18,153.07,159.56,190.63,200.69,191.82,156.14,145.54,163.03,184.04,236.12,290.93,212.69,177.5,185.28,187.56,203.22,243.51,235.33,190.19,185.03,171.56,193.41,197.62,235.83,256,221.9,189.4,176.51,218.88,250,274.13,200.94,219.03,225.62,200.15,194.75,210.75,252.63,302.63,211.15,178.74,179.24,173.04,208.37,264.72,284.09,228.54,181.47,172.94,184.54,186.92,238.06,245.14,217.89,182.56,171.51,175.77,204.71,237.76,259.46,209.56,190.58,184.44,185.88,213.43,260.46,259.76,196.53,192.22,179.68,192.17,211.99,236.82,228.3,185.38,180.08,168.83,176.21,193.51,220.22,197.72,166.35,154.96,159.86,151.19,171.16,201.44,185.33,166.95,147.67,163.23,167.34,171.56,268.68,236.77,197.22,206.99,154.81,159.12,164.87,215.01
"3592","county","McDonald County","driving","","Missouri","United States",100,98.95,108.01,103.75,126.07,171.84,106.29,132.36,102.7,89.81,101.72,132.81,152.96,110.41,110.34,97.3,102.92,107.04,140.97,137.08,107.64,98.88,105.39,69.36,104.04,135.36,150.71,116.7,103.3,103.22,103.75,121.95,161.57,164.12,128.99,136.55,109.81,117.75,114.46,155.21,160.3,121.57,113.18,118.43,109.89,133.86,156.55,180.97,132.96,116.63,123.22,126.82,131.69,171.24,181.05,148.91,114.76,124.19,121.57,131.91,156.78,148.54,112.51,102.62,104.64,102.92,99.93,124.27,112.88,67.72,94.53,89.51,92.81,92.51,106.22,104.19,86.37,90.49,87.79,85.62,92.28,90.71,81.5,71.76,84.49,85.47,84.72,91.54,106.29,88.46,60.37,96.18,98.2,101.27,99.93,113.93,128.24,95.13,111.09,107.34,95.21,110.79,112.36,130.49,125.17,107.12,97.23,119.55,131.54,165.24,213.33,129.81,108.99,124.19,134.38,126.52,166.14,180.37,139.1,NA,NA,139.03,155.43,150.56,162.92,161.8,145.77,148.01,190.94,175.28,274.91,355.88,301.87,203.37,152.36,150.11,158.43,223.37,285.99,249.44,169.59,159.78,180.9,194.91,274.83,370.64,325.77,186.82,178.65,177.15,196.4,305.17,390.04,338.58,198.58,170.56,188.69,215.28,285.99,335.51,287.94,200.6,192.21,226.22,234.53,330.56,363,338.2,193.18,191.39,196.7,244.27,326.59,304.64,341.95,219.48,204.64,205.47,222.4,300.9,381.5,314.31,209.66,199.78,206.59,222.47,317,359.7,360.15,216.78,194.46,211.09,213.63,319.63,394.98,332.58,185.92,198.88,185.32,214.68,270.56,353.63,302.62,196.25,191.24,206.14,230.19,267.27,346.59,331.54,208.46,174.83,211.31,219.85,285.84,339.63,291.09,199.85,190.41,186.07,209.81,277.3,325.92,282.55,166.52,172.28,178.58,182.55,253.48,244.64,227.49,165.62,153.41,169.74,189.81,307.57,363.6,357.15,289.44,174.38,163.45,164.42,233.03
"3657","county","Miller County","driving","","Missouri","United States",100,117.83,113.28,120.78,83.48,133.17,101.24,102.55,98.62,106.61,96.77,113.97,181.42,118.31,103.99,106.26,91.33,127.19,144.67,142.05,90.43,105.3,102.06,61.46,99.52,150.65,174.74,123.06,112.46,117.62,93.46,101.72,166.62,163.45,131.38,123.33,120.65,127.6,124.5,151.75,161.32,121.82,104.06,125.05,112.18,134.55,184.38,199.59,125.81,131.11,136.41,130.63,136.48,187.54,198.42,143.77,115.42,122.57,137.16,141.43,182.52,184.03,139.02,113.21,119.34,102.96,108.67,134.07,117,79.35,82.93,77.22,104.4,107.64,122.71,124.71,119.27,108.26,107.71,115.76,110.53,119.27,108.81,108.05,95.87,105.99,114.45,110.39,139.37,124.91,77.56,115.42,111.15,121.47,120.51,144.6,152.1,124.09,123.95,141.57,118.65,135.86,168.13,166.62,155.06,125.46,116.59,130.01,167.72,227.19,230.01,191.81,133.93,157.95,157.47,173.02,236.27,240.47,184.17,NA,NA,166.83,196.01,277.7,266.96,245.42,208.26,232.07,233.59,315.76,544.6,543.5,510.53,456.78,261.39,221.27,258.64,436.27,410.87,359.12,247.28,245.01,239.37,301.79,514.04,483.9,426.7,275.29,252.51,296.7,351.62,565.45,490.57,475.57,304.06,299.79,299.24,359.12,515.55,484.24,401.51,322.99,301.86,317.34,387.47,509.29,534.82,472.13,308.12,315.83,347.14,493.39,575.64,516.52,575.15,378.05,318.24,328.49,410.74,514.73,472.61,451.96,345.91,329.11,347.9,420.23,575.43,527.53,484.58,331.8,310.46,323.68,403.3,522.3,510.32,490.78,332.35,305.3,328.08,395.66,526.02,454.99,431.31,353.68,337.72,358.09,384.51,505.78,501.79,467.1,303.51,281.69,315.49,339.99,496.21,424.02,397.45,276.26,237.3,252.92,281.56,424.29,454.99,397.66,220.92,210.25,267.79,293.67,451.34,419.34,381.28,213.08,213.97,205.78,263.25,528.63,521.89,487.27,486.51,231.73,211.49,247.08,357.88
"3701","county","Montgomery County","driving","","Missouri","United States",100,100.86,97.5,126.14,105.57,148.21,138.21,320.93,111.07,85.5,88.79,105.57,139.21,123.64,97.64,87.93,95.57,106.93,148.64,132.07,99.07,109.93,91.21,77.64,100.29,158,139.14,137.93,100.57,107.36,97.93,107.57,165.29,161.21,148.71,134.71,97,106.86,126.79,209.43,160.57,165.21,103.57,101.5,105.21,116.64,162.71,163.93,157.86,104.71,114.86,120.14,128.64,200.57,181.14,167.43,122.79,121.5,126.71,130.14,197.21,155.79,148.71,124.57,111.07,110.79,108.43,129,120.5,100,79.29,70.07,77.79,80.71,76.93,73.86,78.36,77.07,77.57,68.43,80,76.5,73.79,75.14,64,76.21,77,72.29,88.43,67.71,49.64,78.14,66.5,79.86,97.64,88.57,96.5,80.36,89.21,86.57,90.36,84.71,104.07,106.29,113.93,86.93,82.5,81.14,107.79,127.86,128.36,116,103.36,95.79,110.43,115.5,152.5,147.36,121.36,NA,NA,110.36,121.14,158,167.21,173.57,122.5,137.43,135.71,173.71,240.5,199.43,165.93,195.93,138.64,139.14,146.29,228.5,198.93,201.57,145.29,145.79,141.43,150.5,219.21,200.93,197.29,148.57,128.29,149.07,185.07,242.29,219.36,256.86,160.86,156.43,165.57,176.64,257.5,236.64,223.5,177.79,175.86,176,203.71,275.21,247.14,256.14,185.43,173.36,211.36,268.64,272.07,192.93,287.71,208.29,179.57,193.71,206,273.5,244.14,253.64,179.07,177.43,171,206.43,266.36,265.5,268.57,187.79,191.43,163.43,200.71,261.14,246.36,261.57,173.36,168.5,169,200.14,269.43,257.14,249,193.36,181.14,186.79,221.57,286.79,268.5,257.21,191.36,184.29,223.29,220.57,306.14,320.29,285,200.79,185.57,178.86,197.14,252.07,231.86,229.86,155.43,150.71,151.86,156.14,252.64,225.93,221.29,142.57,152.86,169.14,205.29,320.29,244.43,219.21,262.64,172.14,166.36,161.5,236.57
"3781","county","New Madrid County","driving","","Missouri","United States",100,102.81,106.14,112.95,124.92,102.92,101.69,113.2,106.09,100.31,93.96,110.7,101.69,85.77,92.63,102.51,102.2,107.47,124.62,116.22,88.49,99.69,110.44,101.89,114.28,117.09,127.33,101.07,106.5,105.12,108.9,136.75,154.55,134.85,119.65,129.89,111.31,118.22,132.34,144.47,127.18,116.43,104.35,107.42,119.14,126,148.11,153.22,129.99,100.2,122.06,125.69,121.49,172.47,156.6,146.78,115.81,122.88,127.38,137.82,183.52,171.14,135.57,118.58,130.25,110.29,108.96,132.34,123.03,83.37,89.1,88.18,91.04,81.63,83.32,75.13,61.72,71.08,76.87,77.69,78.61,78.71,67.14,57.68,68.27,74.36,84.03,84.39,82.24,80.96,57.06,72.88,82.04,89.51,88.54,92.84,80.55,66.53,84.7,98.41,90.94,96.11,104.09,90.43,77.74,93.91,93.04,106.29,112.54,111.21,105.53,91.2,117.55,141.56,136.08,127.94,134.19,143.09,103.38,NA,NA,131.73,136.8,143.96,148.57,114.69,133.37,139.92,150.26,162.18,192.27,228.81,139.97,136.64,141.56,147.03,144.47,167.55,176.56,151.64,148.87,140.53,165.61,157.88,183.62,171.8,158.65,128.71,144.93,165.46,181.42,205.12,190.23,161.72,160.64,159.77,166.12,181.63,200.36,208.29,158.85,163.31,161.16,155.94,183.11,217.6,224.05,182.04,159.72,161.82,192.99,221.7,233.93,132.19,196.78,194.83,168.37,170.98,173.85,208.75,194.58,166.58,165.15,150.72,160.85,187.31,211.98,199.74,168.68,166.68,152.41,167.4,184.03,216.94,225.59,165.4,166.43,160.03,176.05,187.67,212.54,220.37,171.14,167.35,164.23,191.61,213.25,263,245.14,179.58,159.31,166.22,168.73,198.98,218.88,202,174.41,176.2,148.41,158.7,156.86,185.01,170.52,145.29,138.74,146.06,143.71,146.98,157.06,153.63,130.35,143.76,149.95,149.23,166.68,221.19,176.92,147.03,162.9,147.95,150.67,164.33,205.02
"3792","county","Newton County","driving","","Missouri","United States",100,99.93,98.23,100.79,107.6,126.73,83.83,98.71,96.07,85.14,93.17,105.14,117.25,79.74,89.91,89.73,92.6,100.64,122.69,122.72,76.87,92.19,93.55,58.82,89.57,116.51,122.6,87.13,95.17,98.17,94.73,114.05,149.66,136.77,102.16,114.56,102.74,104.23,109.43,135.66,137.46,99.62,100.57,98.26,103.29,112.06,133.79,142.83,113.51,105.88,108.55,109.55,121.83,145.68,142.39,106.85,102.16,110.53,117.61,119.13,136.1,122.6,98.18,97.4,98.53,94.51,90.47,96.92,78.26,61.15,72.79,70.4,77.77,80.25,82.49,74.38,65.8,68.52,72.19,79.23,74.69,73.92,66.75,56.13,66.31,69.11,76.74,77.41,77.26,66.75,43.36,70.42,73.53,81.15,86.98,85.81,89.83,71.97,84.98,88.98,83.85,92.38,94.12,94.15,80.18,86.06,81.59,97.74,104.23,116.13,113.48,88.21,91.47,108.93,112.96,112.96,131.07,129.63,91.11,NA,NA,110.24,121.23,127.67,131.66,112.94,123.87,124.65,133.89,144.75,173.33,168.01,135.9,127.13,132.33,135.53,138.57,175.84,176.66,141.02,140.84,132.04,143.8,150.61,199.72,188.3,150.52,136.15,135.35,144.93,149.17,200.54,190.55,156.49,149.04,140.15,149.01,168.73,202.54,192.1,137.25,148.58,148.47,162.34,165.42,201.29,198.92,161.39,146.22,153.43,156.27,186.42,183.98,136.25,152.78,157.17,152.65,157.89,154.61,192.24,182.11,153.5,150.45,152.53,163.54,172.47,198.25,192.63,156.45,155.56,156.02,176.71,184.96,215.22,187.62,155.99,151.27,154.61,153.42,161.29,176.94,175.63,153.96,154.5,150.84,166.29,164.14,200.7,184.39,152.69,149.55,149.24,160.84,164.67,193.56,187.01,154.82,157.61,147.17,152.81,162.26,191.33,178.3,146.75,141.47,142.75,148.63,150.29,182.16,155.56,130.53,138.05,148.5,140.85,164.08,205.62,180.8,158.94,156.9,141.1,142.85,154.5,169.73
